BOLD Process-ID	MUSIT no with prefix	Vitenskapelig navn i BOLD	sekvenslengde	Validert vitenskapelig navn etter strekkoding	valideringsmetode	Ekspert
NOBAS1622-15	O-F-295113	Boletus aereus	698[1n]			
NOBAS1623-15	O-F-281619	Boletus appendiculatus	546[0n]			
NOBAS1624-15	O-F-361047	Boletus queletii	272[0n]			
NOBAS1625-15	O-F-292424	Boletus queletii	719[0n]			
NOBAS1626-15	O-F-73245	Xerocomus rubellus	243[0n]			
NOBAS1627-15	O-F-168828	Xerocomus rubellus	632[3n]	Validert	unite	
NOBAS1628-15	O-F-70150	Gymnopus erythropus	782[0n]	Validert	unite, ref.seq.	
NOBAS1629-15	O-F-288928	Echinoderma asperum	568[2n]			
NOBAS1630-15	O-F-179149	Echinoderma asperum	723[1n]	Validert	unite	
NOBAS1631-15	O-F-370483	Echinoderma asperum	676[0n]			
NOBAS1632-15	O-F-220079	Echinoderma echinacea	664[0n]	Validert	unite, ref.seq.	
NOBAS1633-15	O-F-292095	Lepiota felina	617[0n]	Validert	unite	
NOBAS1634-15	O-F-146217	Lepiota felina	665[0n]	Validert	unite	
NOBAS1635-15	O-F-244597	Lepiota felina	689[0n]	Validert	unite	
NOBAS1636-15	O-F-167235	Echinoderma pseudoasperula	654[0n]	Validert	unite, dendrogram	
NOBAS1637-15	O-F-178760	Lepiota pseudolilacea	678[0n]	Validert	unite, ref.seq.	
NOBAS1638-15	O-F-166136	Lepiota sp.	663[0n]			
NOBAS1639-15	O-F-80243	Lepiota subalba	708[0n]	Validert	unite, ref.seq.	
NOBAS1640-15	O-F-165803	Russula azurea	670[0n]	Validert	ekspert	Annemieke Verbeken
NOBAS1641-15	O-F-168317	Russula atroglauca	630[0n]	Validert	unite, dendrogram	
NOBAS1642-15	O-F-165806	Russula intermedia	682[0n]	Validert	ekspert	Annemieke Verbeken
NOBAS1643-15	O-F-166931	Russula azurea	670[0n]	Validert	unite	
NOBAS1644-15	O-F-167587	Russula fennoscandica	663[1n]	Validert	ekspert	Annemieke Verbeken
NOBAS1645-15	O-F-165792	Russula olivascens	677[0n]	Validert	ekspert	Annemieke Verbeken
NOBAS1646-15	O-F-167496	Cortinarius venustus	582[0n]	Validert	ekspert	Balint Dima
NOBAS1647-15	O-F-165709	Cortinarius impennoides	578[0n]	Validert	ekspert	Balint Dima
NOBAS1648-15	O-F-167598	Cortinarius sp. BD03	497[0n]	Validert	ekspert	Balint Dima
NOBAS1649-15	O-F-167543	Cortinarius olididisjungendus	587[0n]	Validert	ekspert	Balint Dima
NOBAS1650-15	O-F-165718	Cortinarius hinnuleus	509[0n]			
NOBAS1651-15	O-F-166882	Cortinarius ionophyllus	574[0n]	Validert	ekspert	Balint Dima
NOBAS1652-15	O-F-167557	Cortinarius saniosus	592[0n]	Validert	ekspert	Balint Dima
NOBAS1653-15	O-F-165754	Cortinarius sp. BD26	683[0n]	Validert	ekspert	Balint Dima
NOBAS1654-15	O-F-167622	Cortinarius sp. BD27	683[0n]	Validert	ekspert	Balint Dima
NOBAS1655-15	O-F-168345	Cortinarius bivelus	503[0n]	Validert	ekspert	Balint Dima
NOBAS1656-15	O-F-169148	Cortinarius suberi	582[0n]	Validert	unite, ekspert	Balint Dima
NOBAS1657-15	O-F-166611	Cortinarius obtusus	672[0n]			
NOBAS1658-15	O-F-167505	Cortinarius umbrinolens	576[0n]	Validert	ekspert	Balint Dima
NOBAS1659-15	O-F-167623	Entoloma caesiocinctum	586[0n]	Validert	ekspert	Brandrud, Dima
NOBAS1660-15	O-F-289502	Entoloma caesiocinctum	598[0n]	Validert	ekspert	Brandrud, Dima
NOBAS1661-15	O-F-166752	Entoloma sarcitulum	610[1n]	Validert	ekspert	Brandrud, Dima
NOBAS1662-15	O-F-166782	Entoloma porphyrogriseum	711[0n]	Validert	ekspert	Brandrud, Dima
NOBAS1663-15	O-F-166738	Entoloma formosum	696[0n]	Validert	ekspert	Brandrud, Dima
NOBAS1664-15	O-F-166733	Entoloma formosum	696[0n]	Validert	ekspert	Brandrud, Dima
NOBAS1665-15	O-F-166793	Entoloma lividocyanulum	603[0n]	Validert	ekspert	Brandrud, Dima
NOBAS1666-15	O-F-166783	Entoloma prismatospermum	630[1n]	Validert	ekspert	Brandrud, Dima
NOBAS1667-15	O-F-165807	Entoloma vinaceum	651[0n]	Validert	ekspert	Brandrud, Dima
NOBAS1668-15	O-F-168128	Inocybe fuscidula	688[1n]	Validert	ekspert	Ellen Larsson
NOBAS1669-15	O-F-166631	Inocybe tenebrosa	673[1n]	Validert	ekspert	Ellen Larsson
NOBAS1670-15	O-F-165653	Inocybe relicina	627[0n]	Validert	ekspert	Ellen Larsson
NOBAS1671-15	O-F-288190	Inocybe relicina	677[0n]	Validert	Validert	Ellen Larsson
NOBAS1672-15	O-F-166818	Lepiota castanea	698[1n]	Validert	unite, ref.seq.	
NOBAS1673-15	O-F-168318	Lepiota sp.	719[1n]			
NOBAS1674-15	O-F-166849	Lyophyllum roberti-salvatoris	601[0n]	Validert	unite	Pablo Alvarado
NOBAS1675-15	O-F-169397	Lyophyllum murinum	660[0n]			Pablo Alvarado
NOBAS1676-15	O-F-22468	Coprinellus disseminatus	701[2n]	Validert	unite, ref.seq.	
NOBAS1707-15	O-F-74376	Entoloma proterum	645[0n]	Validert	ekspert	Brandrud, Dima
NOBAS581-15	O-F-177980	Entoloma cuspidiferum	671[1n]	Validert	ekspert	Brandrud, Dima
NOBAS571-15	O-F-67149	Entoloma caesiocinctum	456[2n]	Validert	ekspert	Brandrud, Dima
NOBAS572-15	O-F-67178	Entoloma porphyrogriseum	661[8n]	Validert	ekspert	Brandrud, Dima
NOBAS573-15	O-F-67217	Entoloma queletii	707[1n]	Validert	ekspert	Brandrud, Dima
NOBAS574-15	O-F-67225	Entoloma caesiocinctum	249[0n]	Validert	ekspert	Brandrud, Dima
NOBAS575-15	O-F-67255	Entoloma corvinum	727[0n]	Validert	ekspert	Brandrud, Dima
NOBAS576-15	O-F-67279	Entoloma rugosum	595[0n]	Validert	ekspert	Brandrud, Dima
NOBAS577-15	O-F-67291	Entoloma griseocyaneum	721[0n]	Validert	ekspert	Brandrud, Dima
NOBAS578-15	O-F-67299	Entoloma rhombisporum	714[2n]	Validert	ekspert	Brandrud, Dima
NOBAS579-15	O-F-67323	Entoloma rhombisporum	696[0n]	Validert	ekspert	Brandrud, Dima
NOBAS580-15	O-F-67415	Entoloma exile	713[0n]	Validert	ekspert	Brandrud, Dima
NOBAS582-15	O-F-177981	Entoloma lepiotosme	713[0n]	Validert	ekspert	Brandrud, Dima
NOBAS583-15	O-F-178009	Entoloma turci	709[2n]	Validert	ekspert	Brandrud, Dima
NOBAS584-15	O-F-178033	Entoloma formosum	654[1n]	Validert	ekspert	Brandrud, Dima
NOBAS585-15	O-F-178034	Entoloma queletii	707[1n]	Validert	ekspert	Brandrud, Dima
NOBAS586-15	O-F-178036	Entoloma viiduense	708[0n]	Validert	ekspert	Brandrud, Dima
NOBAS587-15	O-F-178048	Entoloma jubatum	708[0n]	Validert	ekspert	Brandrud, Dima
NOBAS588-15	O-F-178052	Entoloma porphyrophaeum	714[0n]	Validert	ekspert	Brandrud, Dima
NOBAS589-15	O-F-187828	Entoloma formosum	607[4n]	Validert	ekspert	Brandrud, Dima
NOBAS590-15	O-F-242084	Entoloma ameides	661[0n]	Validert	ekspert	Brandrud, Dima
NOBAS591-15	O-F-242102	Entoloma glaucobasis	701[0n]	Validert	ekspert	Brandrud, Dima
NOBAS592-15	O-F-247973	Entoloma neglectum	685[1n]	Validert	ekspert	Brandrud, Dima
NOBAS593-15	O-F-247974	Entoloma sarcitulum	712[0n]	Validert	ekspert	Brandrud, Dima
NOBAS594-15	O-F-247975	Entoloma politoflavipes	700[0n]	Validert	ekspert	Brandrud, Dima
NOBAS595-15	O-F-247976	Entoloma glaucobasis	698[0n]	Validert	ekspert	Brandrud, Dima
NOBAS596-15	O-F-247977	Entoloma glaucobasis	690[1n]	Validert	ekspert	Brandrud, Dima
NOBAS597-15	O-F-247978	Entoloma chalybeum	642[0n]	Validert	ekspert	Brandrud, Dima
NOBAS598-15	O-F-247979	Entoloma griseocyaneum	719[0n]	Validert	ekspert	Brandrud, Dima
NOBAS599-15	O-F-247981	Entoloma sarcitulum	715[0n]	Validert	ekspert	Brandrud, Dima
NOBAS600-15	O-F-247982	Entoloma turci	622[3n]	Validert	ekspert	Brandrud, Dima
NOBAS601-15	O-F-247983	Entoloma griseocyaneum	711[0n]	Validert	ekspert	Brandrud, Dima
NOBAS602-15	O-F-247985	Entoloma caesiellum	713[0n]	Validert	ekspert	Brandrud, Dima
NOBAS603-15	O-F-247986	Entoloma glaucobasis	690[0n]	Validert	ekspert	Brandrud, Dima
NOBAS604-15	O-F-247988	Entoloma ritae	681[0n]	Validert	ekspert	Brandrud, Dima
NOBAS605-15	O-F-247989	Entoloma ochromicaceum	713[0n]	Validert	ekspert	Brandrud, Dima
NOBAS606-15	O-F-247990	Entoloma violaceoserrulatum	715[0n]	Validert	ekspert	Brandrud, Dima
NOBAS607-15	O-F-247992	Tricholoma joachimii	695[0n]	Validert	dendrogram	
NOBAS608-15	O-F-247993	Agaricus griseicephalus	715[0n]	Validert	ekspert	Luis Parra
NOBAS609-15	O-F-247994	Inocybe agordina	708[0n]	Validert	ekspert	Ellen Larsson
NOBAS610-15	O-F-247995	Inocybe caprimulgi	650[0n]	Validert	ekspert	Ellen Larsson
NOBAS611-15	O-F-247996	Agrocybe sp. TEB01	588[7n]			
NOBAS612-15	O-F-247998	Entoloma cuspidiferum	622[1n]	Validert	ekspert	Brandrud, Dima
NOBAS613-15	O-F-247999	Entoloma queletii	714[1n]	Validert	ekspert	Brandrud, Dima
NOBAS614-15	O-F-248000	Entoloma pleopodium	612[13n]	Validert	ekspert	Brandrud, Dima
NOBAS615-15	O-F-248001	Entoloma queletii	729[0n]	Validert	ekspert	Brandrud, Dima
NOBAS616-15	O-F-248002	Entoloma fulvoviolaceum	688[8n]	Validert	ekspert	Brandrud, Dima
NOBAS617-15	O-F-248099	Gymnopus fagiphilus	750[1n]	Validert	unite,  dendrogram	
NOBAS618-15	O-F-248100	Inocybe sp.	713[1n]	Validert	ekspert	Ellen Larsson
NOBAS619-15	O-F-248101	Inocybe rufula	710[1n]	Validert	Validert	Ellen Larsson
NOBAS620-15	O-F-248102	Inocybe amicta	634[1n]	Validert	ekspert	Ellen Larsson
NOBAS621-15	O-F-248103	Lyophyllum fumosum	685[0n]	Validert	unite, ekspert	
NOBAS622-15	O-F-248104	Entoloma caeruleum	710[1n]	Validert	ekspert	Brandrud, Dima
NOBAS623-15	O-F-248105	Atractosporocybe sp. PA01	677[0n]	Validert	expert	Pablo Alvarado
NOBAS624-15	O-F-248107	Entoloma sarcitulum	711[0n]	Validert	ekspert	Brandrud, Dima
NOBAS625-15	O-F-288047	Entoloma linkii	714[0n]	Validert	ekspert	Brandrud, Dima
NOBAS626-15	O-F-288052	Entoloma serrulatum	703[1n]	Validert	ekspert	Brandrud, Dima
NOBAS627-15	O-F-288068	Entoloma violaceoviride	703[3n]	Validert	ekspert	Brandrud, Dima
NOBAS628-15	O-F-288069	Entoloma violaceoviride	725[3n]	Validert	ekspert	Brandrud, Dima
NOBAS629-15	O-F-248108	Entoloma elodes	626[0n]	Validert	ekspert	Brandrud, Dima
NOBAS630-15	O-F-248109	Entoloma glaucobasis	690[4n]	Validert	ekspert	Brandrud, Dima
NOBAS631-15	O-F-248110	Entoloma jubatum	708[0n]	Validert	ekspert	Brandrud, Dima
NOBAS632-15	O-F-248112	Entoloma jubatum	708[0n]	Validert	ekspert	Brandrud, Dima
NOBAS3467-16	TRH-F-16214	Tubaria furfuracea	1115[2n]	Validert	unite	
NOBAS3468-16	TRH-F-16039	Tubaria confragosa	1115[0n]	Validert	unite	
NOBAS3469-16	TRH-F-15817	Tricholoma equestre	1067[0n]	Validert	unite	
NOBAS3470-16	TRH-F-15820	Boletus calopus	1115[0n]	Validert	unite	
NOBAS3471-16	TRH-F-15971	Xerocomus chrysenteron	1115[1n]			
NOBAS3472-16	TRH-F-15082	Boletus reticulatus	1059[2n]			
NOBAS3473-16	TRH-F-24268	Rugosomyces fallax	1115[0n]	Validert	unite	
NOBAS3503-16	TRH-F-15521	Entoloma pallescens	1115[0n]	Validert	ekspert	Bálint Dima
NOBAS3504-16	TRH-F-15590	Entoloma turci	1115[0n]	Validert	ekspert	Bálint Dima
NOBAS3505-16	TRH-F-15974	Entoloma porphyrogriseum	0[n]			
NOBAS3506-16	TRH-F-23884	Laccaria altaica	1115[0n]			
NOBAS3507-16	TRH-F-16298	Laccaria montana	1115[0n]			
NOBAS3508-16	TRH-F-24691	Melanoleuca sp.	833[0n]			
NOBAS3509-16	TRH-F-16023	Melanoleuca strictipes	1115[1n]	Validert	unite	
NOBAS3510-16	TRH-F-24335	Melanoleuca sp.	1115[3n]			
NOBAS3511-16	TRH-F-15771	Melanoleuca sp.	1115[0n]			
NOBAS3512-16	TRH-F-16100	Stropharia inuncta	1115[0n]	Validert	unite	
NOBAS3513-16	TRH-F-11579	Stropharia alcis	909[0n]	Validert	unite	
NOBAS3514-16	TRH-F-24839	Russula atramentosa	1115[0n]			
NOBAS3515-16	TRH-F-24526	Russula laccata	1115[0n]	Validert	dendrogram, indirekte ekspert	
NOBAS3516-16	TRH-F-24861	Russula mustelina	1115[0n]	Validert	dendrogram	
NOBAS3521-16	TROM_F_17016	Russula claroflava	636[0n]	Validert	dendrogram	
NOBAS3522-16	TROM_F_17017	Lactarius deterrimus	195[3n]	Validert	unite	
NOBAS3524-16	TROM_F_17019	Cantharellus cibarius	0[n]			
NOBAS3525-16	TROM_F_17020	Stropharia aeruginosa	684[0n]	Validert	unite	
NOBAS3526-16	TROM_F_17021	Hydnum rufescens	637[1n]	Validert	unite	
NOBAS3527-16	TROM_F_17022	Tricholoma virgatum	0[n]	no sequence		
NOBAS3528-16	TROM_F_17023	Agaricus jacobi	631[1n]	Valdiert	unite	Luis Parra
NOBAS3529-16	TROM_F_17024	Suillus luteus	688[0n]	Validert	unite	
NOBAS3530-16	TROM_F_17025	Clitocybe odora	680[0n]	Validert	unite	
NOBAS3531-16	TROM_F_17026	Paxillus involutus	613[0n]	Validert	unite	
NOBAS3532-16	TROM_F_17028	Lactarius mammosus	720[0n]	Validert	dendrogram	
NOBAS3533-16	TROM_F_17029	Ramaria suecica	706[0n]	Validert	unite	
NOBAS3534-16	TROM_F_17030	Lycoperdon excipuliforme	736[0n]	Validert	unite	
NOBAS3535-16	TROM_F_17031	Hebeloma	688[0n]			
NOBAS3536-16	TROM_F_17032	Hygrophorus agathosmus	539[0n]	Validert	unite	
NOBAS3537-16	TROM_F_17033	Gomphidius glutinosus	721[0n]	Validert	unite	
NOBAS3538-16	TROM_F_17034	Lepista nuda	688[1n]	Validert	unite	
NOBAS3539-16	TROM_F_17035	Suillus grevillei	688[0n]	Validert	unite	
NOBAS3540-16	TROM_F_17036	Amanita muscaria	405[0n]	Validert	unite	
NOBAS3541-16	TROM_F_17037	Tricholomopsis decora	515[0n]	Validert	unite	
NOBAS3542-16	TROM_F_17038	Leccinum scabrum	319[0n]	Validert	unite	
NOBAS3544-16	TROM_F_17041	Mycena haematopus	684[1n]	Validert	unite	
NOBAS3545-16	TROM_F_17042	Mycena galericulata	0[n]			
NOBAS3546-16	TROM_F_17043	Collybia cirrhata	683[0n]	Validert	unite	
NOBAS3547-16	TROM_F_17044	Clavaria sphagnicola	673[0n]	Validert	unite	
NOBAS3548-16	TROM_F_17046	Gymnopilus	458[0n]		unite	
NOBAS3549-16	TROM_F_17047	Suillus bovinus	698[0n]	Validert	unite	
NOBAS3550-16	TROM_F_17048	Psathyrella	698[0n]			
NOBAS3551-16	TROM_F_17101	Tricholomopsis rutilans	562[0n]	Validert	unite	
NOBAS3553-16	TROM_F_17103	Hypholoma capnoides	690[0n]	Validert	unite	
NOBAS3554-16	TROM_F_17104	Lactarius rufus	721[0n]	Validert	dendrogram	
NOBAS3555-16	TROM_F_17105	Stropharia hornemannii	689[0n]	Validert	unite	
NOBAS3556-16	TROM_F_17106	Tricholoma imbricatum	687[0n]	Validert	unite	
NOBAS3557-16	TROM_F_17107	Amanita rubescens	696[0n]	Validert	unite	
NOBAS3558-16	TROM_F_17108	Lactarius cf. aurantiacus	201[3n]	Validert	unite	
NOBAS3559-16	TROM_F_17109	Panaeolus fimiputris	433[0n]	Validert	unite	
NOBAS3560-16	TROM_F_17110	Lycoperdon perlatum	223[0n]	Validert	unite	
NOBAS3561-16	TROM_F_17111	Pholiota alnicola	0[n]			
NOBAS3562-16	TROM_F_17112	Chalciporus piperatus	703[1n]	Validert	unite	
NOBAS3563-16	TROM_F_17113	Limacella glioderma	0[n]			
NOBAS3564-16	TROM_F_17114	Hygrophorus	539[0n]		unite	
NOBAS3565-16	TROM_F_17115	Agaricus sylvaticus	695[0n]	Validert	unite, ekspert	Luis Parra
NOBAS3566-16	TROM_F_17116	Clitocybe	667[0n]		unite	
NOBAS3567-16	TROM_F_17117	Amanita vaginata	389[0n]			
NOBAS3568-16	TROM_F_17118	Coprinus comatus	665[0n]	Validert	unite	
NOBAS3569-16	TROM_F_26167	Macrocystidia cucumis	675[0n]	Validert	unite	
NOBAS3570-16	TROM_F_26168	Fomitopsis sp.	619[0n]			
NOBAS3571-16	TROM_F_26169	Lichenomphalia umbellifera	689[0n]	Validert	unite	
NOBAS3572-16	TROM_F_26170	Galerina sp.	696[0n]		unite	
NOBAS3573-16	TROM_F_26171	Lactarius trivialis	712[0n]	Validert	unite	
NOBAS3574-16	TROM_F_26172	Laccaria cf. laccata	688[0n]	Validert	unite	
NOBAS3576-16	TROM_F_26174	Amanita fulva	588[0n]	Validert	unite	
NOBAS3577-16	TROM_F_26175	Clitocybe sp.	685[0n]			
NOBAS3578-16	TROM_F_26178	Russula paludosa	692[0n]	Validert	dendrogram, indirekte ekspert	
NOBAS3579-16	TROM_F_26179	Leccinum versipelle	219[0n]	Validert	unite	
NOBAS3580-16	TROM_F_26180	Suillus variegatus	395[1n]	Validert	unite	
NOBAS3583-16	TROM_F_26183	Lactarius pubescens	430[0n]	Validert	unite	
NOBAS3584-16	TROM_F_26184	Boletus edulis	754[0n]	Validert	unite	
NOBAS3585-16	TROM_F_26185	Russula claroflava	640[0n]	Validert	dendrogram	
NOBAS3586-16	TROM_F_26186	Stropharia hornemannii	689[0n]	Validert	unite	
NOBAS3587-16	TROM_F_26187	Lactarius uvidus	467[3n]	Validert	dendrogram	
NOBAS3590-16	TROM_F_26190	Lactarius tabidus	724[0n]	Validert	dendrogram	
NOBAS3591-16	TROM_F_26191	Mycena pura	664	Validert	unite	Arne Aronsen
NOBAS3592-16	TROM_F_26192	Kuehneromyces mutabilis	677[0n]	Validert	unite	
NOBAS3593-16	TROM_F_26193	Lactarius torminosus	731[2n]	Validert	dendrogram	
NOBAS3594-16	TROM_F_26194	Amanita cf. vaginata	579[0n]			
NOBAS3595-16	TROM_F_26195	Hygrocybe cf. miniata	146[0n]			
NOBAS3596-16	TROM_F_26196	Clavulina cinerea	607[0n]	Validert	unite	
NOBAS3597-16	TROM_F_26199	Psilocybe semilanceata	461[0n]	Validert	unite	
NOBAS3599-16	TROM_F_26201	Xerocomus subtomentosus	695[2n]			
NOBAS3600-16	TROM_F_26202	Leratiomyces magnivelaris	559[0n]	Validert	unite	
NOBAS3601-16	TROM_F_26203	Lactarius repraesentaneus	721[0n]	Validert	dendrogram	
NOBAS3602-16	TROM_F_26204	Cystoderma amianthinum	469[1n]	Validert	unite	
NOBAS3603-16	TROM_F_26205	Inocybe geophylla	688[0n]	Validert	unite	
NOBAS3604-16	TROM_F_26206	Russula albonigra	671[0n]	Validert	dendrogram	
NOBAS3605-16	TROM_F_26207	Rhodocollybia butyracea	760[0n]	Validert	unite	
NOBAS3606-16	TROM_F_26208	Clavulinopsis	627[0n]	Validert	unite	
NOBAS3607-16	TROM_F_26209	Pycnoporus cinnabarinus	420[1n]	Validert	unite	
NOBAS3609-16	TROM_F_17027	Infundibulicybe gigas	678[0n]	Validert	unite	
NOBAS3610-16	TROM_F_17049	Suillus flavidus	679[0n]	Validert	unite	
NOBAS3611-16	TROM_F_17050	Lycoperdon sp.	725[0n]			
NOBAS3612-16	TROM_F_17051	Clitocybe	669[0n]		dendrogram	
NOBAS3614-16	TROM_F_17053	Armillaria mellea	700[3n]			
NOBAS3615-16	TROM_F_17054	Lyophyllum connatum	657[0n]	Validert	unite	
NOBAS3616-16	TROM_F_17055	Inocybe cervicolor	658[0n]	Validert	unite	
NOBAS3617-16	TROM_F_17056	Hygrocybe conica	674[1n]	Validert	unite	
NOBAS3618-16	TROM_F_17057	Galerina marginata	680[0n]	Validert	unite	
NOBAS3619-16	TROM_F_17058	Amanita sp.	690[1n]			
NOBAS3620-16	TROM_F_17059	Collybia butyracea	779[0n]	Validert	unite	
NOBAS3621-16	TROM_F_17060	Stropharia semiglobata	686[0n]			
NOBAS3622-16	TROM_F_17061	Coprinopsis atramentaria	685[0n]	Validert	unite	
NOBAS3623-16	TROM_F_17062	Lactarius hysginus	730[0n]	validert	dendrogram	
NOBAS3624-16	TROM_F_17063	Agaricus fissuratus	728[0n]	Validert	unite, ekspert	Luis Parra
NOBAS3625-16	TROM_F_17064	Lycoperdon pyriforme	705[0n]	Validert	unite	
NOBAS3626-16	TROM_F_17065	Lactarius aurantiacus	720[0n]	Validert	dendrogram	
NOBAS3627-16	TROM_F_17066	Tricholoma fulvum	619[1n]	Validert	unite	
NOBAS3628-16	TROM_F_17067	Clitocybe clavipes	455[1n]	Validert	unite	
NOBAS3629-16	TROM_F_17068	Agaricus jacobi	734[0n]	Validert	unite, ekspert	Luis Parra
NOBAS3630-16	TROM_F_17069	Hygrocybe pratensis	716[0n]	Validert	unite	
NOBAS3632-16	TROM_F_17071	Russula foetens	0[n]			
NOBAS3633-16	TROM_F_17072	Polyporus brumalis	640[2n]			
NOBAS3635-16	TROM_F_17074	Limacella guttata	687[0n]			
NOBAS3636-16	TROM_F_17075	Laccaria sp.	680[0n]			
NOBAS3637-16	TROM_F_17076	Russula aeruginea	379[0n]	Validert	dendrogram, indirekte ekspert	
NOBAS3638-16	TROM_F_17077	Leccinum roseotinctum	0[n]			
NOBAS3642-16	TROM_F_17083	Clavulina sp.	679[0n]			
NOBAS3643-16	TROM_F_17084	Calocera sp.	479[0n]			
NOBAS3644-16	TROM_F_17085	Ramaria testaceoflava	563[1n]	Validert	unite	
NOBAS3645-16	TROM_F_17086	Ramaria eumorpha	676[0n]	Validert	unite	
NOBAS3646-16	TROM_F_17087	Calocera sp.	456[2n]			
NOBAS3647-16	TROM_F_17088	Clavulina coralloides	679[0n]	Validert	unite	
NOBAS3648-16	TROM_F_17089	Polyporus leptocephalus	393[0n]	Validert	unite	
NOBAS3649-16	TROM_F_17090	Cytidia salicina	593[1n]	Validert	unite	
NOBAS3650-16	TROM_F_17091	Antrodia albobrunnea	633[0n]	Validert	unite	
NOBAS3651-16	TROM_F_17092	Gloeophyllum sepiarium	611[0n]	Validert	unite	
NOBAS3652-16	TROM_F_17093	Trichaptum fuscoviolacium	677[2n]	Validert	unite	
NOBAS3653-16	TROM_F_17094	Coltricia perennis	0[n]			
NOBAS3654-16	TROM_F_17095	Hydnellum caeruleum	616[2n]	Validert	unite	
NOBAS3655-16	TROM_F_17096	Antrodia xantha	639[0n]	Validert	unite	
NOBAS3656-16	TROM_F_17097	Myxomphalia maura	665[0n]	Validert	unite	
NOBAS3657-16	TROM_F_17098	Clavaria	664[0n]	Validert	unite	
NOBAS3658-16	TROM_F_17100	Thelephora terrestris	650[0n]	Validert	unite	
NOBAS3659-16	TROM_F_17119	Agaricus sp.	734[1n]	Validert	unite	Luis Parra
NOBAS3660-16	TROM_F_17120	Piptoporus sp.	547[0n]			
NOBAS3661-16	TROM_F_17121	Amanita arctica	578[0n]	Validert	unite	
NOBAS3662-16	TROM_F_17122	Amanita submembranacea	564[0n]	Validert	unite	
NOBAS3663-16	TROM_F_26217	Gymnopilus penetrans	682[0n]	Validert	unite	
NOBAS3664-16	TROM_F_26218	Tricholoma columbetta	649[0n]	Validert	unite	
NOBAS3665-16	TROM_F_26219	Pholiota sp.	710[0n]			
NOBAS3666-16	TROM_F_26231	Craterellus lutescens	675[1n]	Validert	unite	
NOBAS3667-16	TROM_F_26233	Macrotyphula fistulosa	539[5n]	Validert	unite	
NOBAS3668-16	TROM_F_26234	Panellus serotinus	419[0n]	Validert	unite	
NOBAS3669-16	TROM_F_26235	Resupinatus applicatus	651[0n]			
NOBAS3670-16	TROM_F_26238	Mycena	709[4n]			
NOBAS3671-16	TROM_F_26239	Amanita virosa	657[0n]	Validert	unite	
NOBAS3672-16	TROM_F_26241	Amanita virosa	657[0n]	Validert	unite	
NOBAS3673-16	TROM_F_26243	Amanita arctica	357[2n]	Validert	unite	
NOBAS3674-16	TROM_F_17123	Leccinum vulpinum	415[0n]	Validert	unite	
NOBAS3675-16	TROM_F_17124	Pholiota	594[0n]	Validert	unite	
NOBAS3676-16	TROM_F_17125	Stropharia hornemannii	679[0n]	Validert	unite	
NOBAS3677-16	TROM_F_17126	Hypholoma capnoides	680[0n]	Validert	unite	
NOBAS3678-16	TROM_F_17127	Tubaria conspersa	663[0n]	Validert	unite	
NOBAS3679-16	TROM_F_17128	Kuehneromyces mutabilis	697[0n]	Validert	unite	
NOBAS3680-16	TROM_F_17129	Psathyrella	650[0n]		unite, dendrogram	
NOBAS3681-16	TROM_F_17130	Pholiota sp.	475[0n]			
NOBAS3682-16	TROM_F_17131	Entoloma cetratum	419[0n]	Validert	ekspert	Bálint Dima
NOBAS3683-16	TROM_F_17132	Psathyrella piluliformis	674[1n]			
NOBAS3684-16	TROM_F_17133	Mycena haematopus	674[0n]	Validert	unite	
NOBAS3685-16	TROM_F_17134	Psathyrella	680[0n]		unite, dendrogram	
NOBAS3686-16	TROM_F_17135	Psathyrella	675[1n]			
NOBAS3687-16	TROM_F_17136	Hypholoma marginatum	683[0n]	Validert	unite	
NOBAS3688-16	TROM_F_17137	Pholiota	680[0n]			
NOBAS3689-16	TROM_F_17138	Hypholoma	469[2n]		unite	
NOBAS3690-16	TROM_F_17139	Hypholoma	473[0n]		unite	
NOBAS3691-16	TROM_F_17140	Psathyrella	389[1n]			
NOBAS3692-16	TROM_F_17271	Psilocybe	472[1n]			
NOBAS3693-16	TROM_F_17272	Tubaria conspersa	680[0n]			
NOBAS3694-16	TROM_F_17274	Pholiota lenta	678[0n]	Validert	ekspert	Henry Beker
NOBAS3695-16	TROM_F_17275	Psathyrella	680[0n]		unite, dendrogram	
NOBAS3696-16	TROM_F_17280	Pholiota lenta	678[0n]	Validert	ekspert	
NOBAS3697-16	TROM_F_17282	Lepista	840[0n]			
NOBAS3698-16	TROM_F_26245	Phaeolepiota aurea	683[0n]	Validert	unite	
NOBAS2306-16	O-F-260105	Bryoglossum gracile	848[0n]	Validert	dendrogram	
NOBAS2307-16	O-F-260106	Puccinia saxifragae	637[0n]	Validert		
NOBAS2291-16	O-F-260023	Lactarius brunneoviolaceus	842[0n]	Validert	ekspert	Annemieke Verbeken
NOBAS2293-16	O-F-260026	Omphalina sp. EL01	677[0n]			
NOBAS2310-16	O-F-260109	Inocybe arctica	609[0n]	Validert	ekspert	Ellen Larsson
NOBAS2289-16	O-F-260021	Cortinarius saturninus	545[0n]	Validert	ekspert	Klaus Høiland
NOBAS2303-16	O-F-260037	Russula chloroides	659[1n]	Validert	unite	
NOBAS2294-16	O-F-260027	Hebeloma oreophilum	661[1n]	Validert	ekspert	Henry Beker
NOBAS2288-16	O-F-260020	Inocybe arctica	558[0n]	Validert	ekspert	Ellen Larsson
